Team,Date,Score
Uganda,28-08-2006,46.99
Ukraine,28-08-2006,52.4
Uruguay,28-08-2006,66.67
USA,28-08-2006,66.83
Vanuatu,28-08-2006,34.77
Venezuela,28-08-2006,45.45
Wales,28-08-2006,76.13
Zambia,28-08-2006,39.96
Zimbabwe,28-08-2006,46.9
American Samoa,28-04-2014,30
Andorra,28-04-2014,42.54
Argentina,28-04-2014,76.44
Australia,28-04-2014,86.88
Austria,28-04-2014,35.73
Bahamas,28-04-2014,35.68
Barbados,28-04-2014,39.68
Belgium,28-04-2014,53.9
Bermuda,28-04-2014,43.56
Bosnia & Herzegovina,28-04-2014,36.06
Botswana,28-04-2014,38.58
Brazil,28-04-2014,52.1
Bulgaria,28-04-2014,34.52
Cameroon,28-04-2014,38.33
Canada,28-04-2014,70.75
Cayman Islands,28-04-2014,42.52
Chile,28-04-2014,54.29
China,28-04-2014,40.73
Chinese Taipei,28-04-2014,43.41
Colombia,28-04-2014,43.33
Cook Islands,28-04-2014,47.11
Cote D'Ivoire,28-04-2014,47.04
Croatia,28-04-2014,45.28
Czech Republic,28-04-2014,49.49
Denmark,28-04-2014,41.18
England,28-04-2014,85.68
Fiji,28-04-2014,74.21
Finland,28-04-2014,27.92
France,28-04-2014,80.07
Georgia,28-04-2014,70.46
Germany,28-04-2014,57.02
Greece,28-04-2014,29.16
Guam,28-04-2014,35.7
Guyana,28-04-2014,43.19
Hong Kong,28-04-2014,56.35
Hungary,28-04-2014,41.02
India,28-04-2014,39.37
Indonesia,28-04-2014,30
Ireland,28-04-2014,82.13
Israel,28-04-2014,45.75
Italy,28-04-2014,72.05
Jamaica,28-04-2014,37.08
Japan,28-04-2014,72.06
Kazakhstan,28-04-2014,48.11
Kenya,28-04-2014,51.75
Korea,28-04-2014,58.1
Latvia,28-04-2014,41.72
Lithuania,28-04-2014,46.2
Luxembourg,28-04-2014,35.94
Madagascar,28-04-2014,51.13
Malaysia,28-04-2014,40.2
Malta,28-04-2014,48.85
Mauritius,28-04-2014,29.29
Mexico,28-04-2014,41.35
Moldova,28-04-2014,54.1
Monaco,28-04-2014,35.17
Morocco,28-04-2014,51.18
Namibia,28-04-2014,58.79
Netherlands,28-04-2014,54.17
New Zealand,28-04-2014,93.81
Nigeria,28-04-2014,37.92
Niue Island,28-04-2014,40.45
Norway,28-04-2014,32.06
Pakistan,28-04-2014,38.38
Papua New Guinea,28-04-2014,45.27
Paraguay,28-04-2014,49.77
Peru,28-04-2014,40.13
Philippines,28-04-2014,44.09
Poland,28-04-2014,50.64
Portugal,28-04-2014,57.73
Romania,28-04-2014,68.08
Russia,28-04-2014,62.58
Samoa,28-04-2014,77.34
Scotland,28-04-2014,75.16
Senegal,28-04-2014,48.68
Serbia,28-04-2014,36.54
Singapore,28-04-2014,44.54
Slovenia,28-04-2014,37.35
Solomon Islands,28-04-2014,40.35
South Africa,28-04-2014,89.34
Spain,28-04-2014,60.65
Sri Lanka,28-04-2014,49.66
St Vincent and the Grenadines,28-04-2014,36.84
Swaziland,28-04-2014,35.63
Sweden,28-04-2014,47.82
Switzerland,28-04-2014,47.27
Tahiti,28-04-2014,35.37
Thailand,28-04-2014,43.37
Tonga,28-04-2014,73.21
Trinidad & Tobago,28-04-2014,46.38
Tunisia,28-04-2014,48.25
Uganda,28-04-2014,46.36
Ukraine,28-04-2014,52.37
United Arab Emirates,28-04-2014,30
Uruguay,28-04-2014,61.29
USA,28-04-2014,67.21
Vanuatu,28-04-2014,33.45
Venezuela,28-04-2014,41.67
Wales,28-04-2014,80.7
Zambia,28-04-2014,36.94
Zimbabwe,28-04-2014,53.56
Andorra,28-04-2008,42.44
Arabian Gulf,28-04-2008,47.65
Argentina,28-04-2008,87.45
Australia,28-04-2008,84.2
Austria,28-04-2008,36.65
Bahamas,28-04-2008,36.33
Barbados,28-04-2008,40.96
Belgium,28-04-2008,55.87
Bermuda,28-04-2008,42.26
Bosnia & Herzegovina,28-04-2008,30.3
Botswana,28-04-2008,38.64
Brazil,28-04-2008,52.55
Bulgaria,28-04-2008,33.98
Cameroon,28-04-2008,38.26
Canada,28-04-2008,67.24
Cayman Islands,28-04-2008,42.12
Chile,28-04-2008,57.07
China,28-04-2008,48.68
Chinese Taipei,28-04-2008,46.95
Colombia,28-04-2008,42.55
Cook Islands,28-04-2008,45.87
Cote D'Ivoire,28-04-2008,48.2
Croatia,28-04-2008,48.73
Czech Republic,28-04-2008,51.92
Denmark,28-04-2008,42.67
England,28-04-2008,83.37
Fiji,28-04-2008,75.88
Finland,28-04-2008,31.71
France,28-04-2008,79.64
Georgia,28-04-2008,69.05
Germany,28-04-2008,57.05
Guam,28-04-2008,36.8
Guyana,28-04-2008,41.52
Hong Kong,28-04-2008,54.17
Hungary,28-04-2008,42.62
India,28-04-2008,37.54
Ireland,28-04-2008,77.26
Israel,28-04-2008,31.69
Italy,28-04-2008,73.46
Jamaica,28-04-2008,36.61
Japan,28-04-2008,66.17
Kazakhstan,28-04-2008,52.68
Kenya,28-04-2008,50.28
Korea,28-04-2008,57.08
Latvia,28-04-2008,46.45
Lithuania,28-04-2008,46.44
Luxembourg,28-04-2008,37.5
Madagascar,28-04-2008,47.92
Malaysia,28-04-2008,38.56
Malta,28-04-2008,45.72
Moldova,28-04-2008,53.16
Monaco,28-04-2008,38.81
Morocco,28-04-2008,54.14
Namibia,28-04-2008,56.82
Netherlands,28-04-2008,47.36
New Zealand,28-04-2008,89.61
Nigeria,28-04-2008,35.99
Niue Island,28-04-2008,40.53
Norway,28-04-2008,36.99
Papua New Guinea,28-04-2008,45.52
Paraguay,28-04-2008,53.82
Peru,28-04-2008,43.34
Poland,28-04-2008,51.79
Portugal,28-04-2008,59.41
Romania,28-04-2008,66.14
Russia,28-04-2008,65.84
Samoa,28-04-2008,71.61
Scotland,28-04-2008,74.92
Senegal,28-04-2008,41.44
Serbia,28-04-2008,40.11
Singapore,28-04-2008,44.88
Slovenia,28-04-2008,43.32
Solomon Islands,28-04-2008,39.06
South Africa,28-04-2008,90.82
Spain,28-04-2008,61.01
Sri Lanka,28-04-2008,46.46
St Lucia,28-04-2008,37.57
St Vincent and the Grenadines,28-04-2008,39.3
Swaziland,28-04-2008,37.57
Sweden,28-04-2008,50.92
Switzerland,28-04-2008,45.67
Tahiti,28-04-2008,36.25
Thailand,28-04-2008,41.44
Tonga,28-04-2008,71.51
Trinidad & Tobago,28-04-2008,47.79
Tunisia,28-04-2008,52.8
Uganda,28-04-2008,52.11
Ukraine,28-04-2008,50.17
Uruguay,28-04-2008,63.18
USA,28-04-2008,64.67
Vanuatu,28-04-2008,34.77
Venezuela,28-04-2008,40.71
Wales,28-04-2008,80.11
Zambia,28-04-2008,40.64
Zimbabwe,28-04-2008,44.45
Andorra,27-09-2004,43.13
Arabian Gulf,27-09-2004,48.98
Argentina,27-09-2004,77.05
Australia,27-09-2004,87.86
Austria,27-09-2004,39.85
Bahamas,27-09-2004,34.2
Barbados,27-09-2004,38.48
Belgium,27-09-2004,46.06
Bermuda,27-09-2004,44.57
Bosnia & Herzegovina,27-09-2004,30.53
Botswana,27-09-2004,36.73
Brazil,27-09-2004,51.56
Bulgaria,27-09-2004,36.42
Cameroon,27-09-2004,38.97
Canada,27-09-2004,68.68
Cayman Islands,27-09-2004,43.97
Chile,27-09-2004,58.87
China,27-09-2004,48.17
Chinese Taipei,27-09-2004,51.93
Colombia,27-09-2004,38.63
Cook Islands,27-09-2004,44.68
Cote D'Ivoire,27-09-2004,48.87
Croatia,27-09-2004,49.33
Czech Republic,27-09-2004,56.83
Denmark,27-09-2004,48.96
England,27-09-2004,87.3
Fiji,27-09-2004,73.27
Finland,27-09-2004,29.7
France,27-09-2004,86.05
Georgia,27-09-2004,61.06
Germany,27-09-2004,54.28
Guam,27-09-2004,40
Guyana,27-09-2004,38.95
Hong Kong,27-09-2004,55.76
Hungary,27-09-2004,39.4
India,27-09-2004,34.62
Ireland,27-09-2004,81.03
Israel,27-09-2004,36.69
Italy,27-09-2004,71.73
Jamaica,27-09-2004,37.93
Japan,27-09-2004,63.36
Kazakhstan,27-09-2004,46.89
Kenya,27-09-2004,46.67
Korea,27-09-2004,61.2
Latvia,27-09-2004,45.21
Lithuania,27-09-2004,41.2
Luxembourg,27-09-2004,41.36
Madagascar,27-09-2004,47.57
Malaysia,27-09-2004,40.8
Malta,27-09-2004,44.17
Moldova,27-09-2004,48.77
Monaco,27-09-2004,38.81
Morocco,27-09-2004,61.56
Namibia,27-09-2004,57.77
Netherlands,27-09-2004,53.5
New Zealand,27-09-2004,89.63
Nigeria,27-09-2004,39.87
Niue Island,27-09-2004,40.83
Norway,27-09-2004,34.4
Papua New Guinea,27-09-2004,43.52
Paraguay,27-09-2004,51.25
Peru,27-09-2004,45.75
Poland,27-09-2004,50.74
Portugal,27-09-2004,64.66
Romania,27-09-2004,68.19
Russia,27-09-2004,59.41
Samoa,27-09-2004,71.03
Scotland,27-09-2004,75.5
Senegal,27-09-2004,38.02
Serbia,27-09-2004,42.09
Singapore,27-09-2004,45.25
Slovenia,27-09-2004,45.91
Solomon Islands,27-09-2004,39.67
South Africa,27-09-2004,85.49
Spain,27-09-2004,53.43
Sri Lanka,27-09-2004,44.71
St Lucia,27-09-2004,40
St Vincent and the Grenadines,27-09-2004,40
Swaziland,27-09-2004,37.01
Sweden,27-09-2004,45.75
Switzerland,27-09-2004,51.89
Tahiti,27-09-2004,37.62
Thailand,27-09-2004,42.87
Tonga,27-09-2004,62.72
Trinidad & Tobago,27-09-2004,46.36
Tunisia,27-09-2004,54.09
Uganda,27-09-2004,41.96
Ukraine,27-09-2004,58.92
Uruguay,27-09-2004,65.66
USA,27-09-2004,66.59
Vanuatu,27-09-2004,35.67
Venezuela,27-09-2004,46.98
Wales,27-09-2004,77.43
Zambia,27-09-2004,43.09
Zimbabwe,27-09-2004,47.36
American Samoa,27-10-2014,30
Andorra,27-10-2014,41.14
Argentina,27-10-2014,75.97
Australia,27-10-2014,84.53
Austria,27-10-2014,38.61
Bahamas,27-10-2014,32.99
Barbados,27-10-2014,38.26
Belgium,27-10-2014,53.9
Bermuda,27-10-2014,41.59
Bosnia & Herzegovina,27-10-2014,34.66
Botswana,27-10-2014,39.64
Brazil,27-10-2014,50.63
Bulgaria,27-10-2014,33.31
Cameroon,27-10-2014,38.33
Canada,27-10-2014,67.77
Cayman Islands,27-10-2014,45.41
Chile,27-10-2014,54.54
China,27-10-2014,41.47
Chinese Taipei,27-10-2014,42.62
Colombia,27-10-2014,44.63
Cook Islands,27-10-2014,47.11
Cote D'Ivoire,27-10-2014,47.08
Croatia,27-10-2014,46.35
Czech Republic,27-10-2014,49.49
Denmark,27-10-2014,37.56
England,27-10-2014,85.68
Fiji,27-10-2014,74.58
Finland,27-10-2014,30.29
France,27-10-2014,80.01
Georgia,27-10-2014,70.46
Germany,27-10-2014,57.19
Greece,27-10-2014,28.55
Guam,27-10-2014,34.95
Guyana,27-10-2014,45.49
Hong Kong,27-10-2014,57.63
Hungary,27-10-2014,40.98
India,27-10-2014,39.07
Indonesia,27-10-2014,30
Ireland,27-10-2014,83.44
Israel,27-10-2014,44.6
Italy,27-10-2014,70.92
Jamaica,27-10-2014,36.99
Japan,27-10-2014,75.63
Kazakhstan,27-10-2014,48.91
Kenya,27-10-2014,53.25
Korea,27-10-2014,57.22
Latvia,27-10-2014,41.89
Lithuania,27-10-2014,47.65
Luxembourg,27-10-2014,37.82
Madagascar,27-10-2014,47.69
Malaysia,27-10-2014,39.62
Malta,27-10-2014,48.85
Mauritius,27-10-2014,33.86
Mexico,27-10-2014,43.2
Moldova,27-10-2014,54.1
Monaco,27-10-2014,35.17
Morocco,27-10-2014,51.18
Namibia,27-10-2014,58.39
Netherlands,27-10-2014,52.25
New Zealand,27-10-2014,93.15
Nigeria,27-10-2014,38.05
Niue Island,27-10-2014,40.45
Norway,27-10-2014,31.82
Pakistan,27-10-2014,36.74
Papua New Guinea,27-10-2014,45.27
Paraguay,27-10-2014,50.42
Peru,27-10-2014,38.84
Philippines,27-10-2014,45.57
Poland,27-10-2014,51.97
Portugal,27-10-2014,57.73
Romania,27-10-2014,68.42
Russia,27-10-2014,62.29
Samoa,27-10-2014,76.35
Scotland,27-10-2014,77.75
Senegal,27-10-2014,48.69
Serbia,27-10-2014,33.6
Singapore,27-10-2014,44.54
Slovenia,27-10-2014,38.99
Solomon Islands,27-10-2014,40.35
South Africa,27-10-2014,90.41
Spain,27-10-2014,60.65
Sri Lanka,27-10-2014,46.95
St Vincent and the Grenadines,27-10-2014,36.84
Swaziland,27-10-2014,32.04
Sweden,27-10-2014,46.2
Switzerland,27-10-2014,48.41
Tahiti,27-10-2014,35.37
Thailand,27-10-2014,43.95
Tonga,27-10-2014,72.83
Trinidad & Tobago,27-10-2014,45.5
Tunisia,27-10-2014,49.89
Uganda,27-10-2014,44.68
Ukraine,27-10-2014,53.58
United Arab Emirates,27-10-2014,30
Uruguay,27-10-2014,63.58
USA,27-10-2014,67.3
Uzbekistan,27-10-2014,31.94
Vanuatu,27-10-2014,33.45
Venezuela,27-10-2014,41.65
Wales,27-10-2014,80.7
Zambia,27-10-2014,34.77
Zimbabwe,27-10-2014,55.83
Andorra,27-10-2008,43.4
Arabian Gulf,27-10-2008,47.15
Argentina,27-10-2008,83.39
Australia,27-10-2008,85.7
Austria,27-10-2008,35.73
Bahamas,27-10-2008,36.33
Barbados,27-10-2008,40.96
Belgium,27-10-2008,55.87
Bermuda,27-10-2008,42.26
Bosnia & Herzegovina,27-10-2008,35.43
Botswana,27-10-2008,39.53
Brazil,27-10-2008,55
Bulgaria,27-10-2008,34.92
Cameroon,27-10-2008,38.97
Canada,27-10-2008,68.81
Cayman Islands,27-10-2008,42.12
Chile,27-10-2008,57.07
China,27-10-2008,48.68
Chinese Taipei,27-10-2008,46.95
Colombia,27-10-2008,42.03
Cook Islands,27-10-2008,44.03
Cote D'Ivoire,27-10-2008,50.09
Croatia,27-10-2008,48.73
Czech Republic,27-10-2008,51.92
Denmark,27-10-2008,41.34
England,27-10-2008,83.18
Fiji,27-10-2008,75.24
Finland,27-10-2008,30.98
France,27-10-2008,79.02
Georgia,27-10-2008,69.42
Germany,27-10-2008,57.05
Guam,27-10-2008,36.8
Guyana,27-10-2008,41.52
Hong Kong,27-10-2008,53.18
Hungary,27-10-2008,42.11
India,27-10-2008,37.23
Ireland,27-10-2008,77.25
Israel,27-10-2008,33.64
Italy,27-10-2008,75.46
Jamaica,27-10-2008,36.61
Japan,27-10-2008,67.33
Kazakhstan,27-10-2008,52.25
Kenya,27-10-2008,50.62
Korea,27-10-2008,59
Latvia,27-10-2008,46.86
Lithuania,27-10-2008,47.84
Luxembourg,27-10-2008,36.04
Madagascar,27-10-2008,47.71
Malaysia,27-10-2008,37.99
Malta,27-10-2008,43.14
Moldova,27-10-2008,51.56
Monaco,27-10-2008,35.92
Morocco,27-10-2008,52.25
Namibia,27-10-2008,56.82
Netherlands,27-10-2008,47.36
New Zealand,27-10-2008,92.06
Nigeria,27-10-2008,35.28
Niue Island,27-10-2008,42.36
Norway,27-10-2008,36.81
Papua New Guinea,27-10-2008,45.52
Paraguay,27-10-2008,52.4
Peru,27-10-2008,40.64
Poland,27-10-2008,51.11
Portugal,27-10-2008,58.87
Romania,27-10-2008,67.18
Russia,27-10-2008,63.93
Samoa,27-10-2008,72.56
Scotland,27-10-2008,76.92
Senegal,27-10-2008,41.44
Serbia,27-10-2008,40.11
Singapore,27-10-2008,44.88
Slovenia,27-10-2008,41.92
Solomon Islands,27-10-2008,39.06
South Africa,27-10-2008,87.76
Spain,27-10-2008,61.55
Sri Lanka,27-10-2008,46.46
St Lucia,27-10-2008,37.57
St Vincent and the Grenadines,27-10-2008,39.3
Swaziland,27-10-2008,36.68
Sweden,27-10-2008,51.44
Switzerland,27-10-2008,45.67
Tahiti,27-10-2008,36.25
Thailand,27-10-2008,42.33
Tonga,27-10-2008,70.04
Trinidad & Tobago,27-10-2008,46.77
Tunisia,27-10-2008,53.36
Uganda,27-10-2008,51.42
Ukraine,27-10-2008,53.14
Uruguay,27-10-2008,63.68
USA,27-10-2008,63.11
Vanuatu,27-10-2008,34.77
Venezuela,27-10-2008,43.92
Wales,27-10-2008,80.11
Zambia,27-10-2008,40.64
Zimbabwe,27-10-2008,44.45
Andorra,27-10-2003,42.6
Arabian Gulf,27-10-2003,47.25
Argentina,27-10-2003,78.02
Australia,27-10-2003,84.76
Austria,27-10-2003,36.75
Bahamas,27-10-2003,34.2
Barbados,27-10-2003,38.48
Belgium,27-10-2003,46.18
Bermuda,27-10-2003,44.57
Bosnia & Herzegovina,27-10-2003,32.32
Botswana,27-10-2003,35.82
Brazil,27-10-2003,51.56
Bulgaria,27-10-2003,37
Cameroon,27-10-2003,38.97
Canada,27-10-2003,65.1
Cayman Islands,27-10-2003,43.76
Chile,27-10-2003,59.65
China,27-10-2003,47.93
Chinese Taipei,27-10-2003,52.54
Colombia,27-10-2003,38.63
Cook Islands,27-10-2003,44
Cote D'Ivoire,27-10-2003,48.87
Croatia,27-10-2003,49.95
Czech Republic,27-10-2003,57.61
Denmark,27-10-2003,50.78
England,27-10-2003,90.24
Fiji,27-10-2003,73.64
Finland,27-10-2003,33.06
France,27-10-2003,83.57
Georgia,27-10-2003,63.8
Germany,27-10-2003,54.46
Guam,27-10-2003,40
Guyana,27-10-2003,38.95
Hong Kong,27-10-2003,55.27
Hungary,27-10-2003,40.1
India,27-10-2003,35.49
Ireland,27-10-2003,84.95
Israel,27-10-2003,35.98
Italy,27-10-2003,71.88
Jamaica,27-10-2003,38.14
Japan,27-10-2003,62.68
Kazakhstan,27-10-2003,47.97
Kenya,27-10-2003,46.3
Korea,27-10-2003,60.78
Latvia,27-10-2003,47.82
Lithuania,27-10-2003,43.39
Luxembourg,27-10-2003,38.55
Madagascar,27-10-2003,48.2
Malaysia,27-10-2003,40.27
Malta,27-10-2003,41.47
Moldova,27-10-2003,46.19
Monaco,27-10-2003,38.81
Morocco,27-10-2003,60.87
Namibia,27-10-2003,58.76
Netherlands,27-10-2003,48.38
New Zealand,27-10-2003,89.8
Nigeria,27-10-2003,39.87
Niue Island,27-10-2003,41.51
Norway,27-10-2003,33.62
Papua New Guinea,27-10-2003,43.52
Paraguay,27-10-2003,51.25
Peru,27-10-2003,45.75
Poland,27-10-2003,52.2
Portugal,27-10-2003,62.03
Romania,27-10-2003,67.73
Russia,27-10-2003,60.2
Samoa,27-10-2003,74.67
Scotland,27-10-2003,74.54
Senegal,27-10-2003,39.3
Serbia,27-10-2003,44.05
Singapore,27-10-2003,44.9
Slovenia,27-10-2003,47.47
Solomon Islands,27-10-2003,39.67
South Africa,27-10-2003,80.63
Spain,27-10-2003,54.28
Sri Lanka,27-10-2003,42.74
St Lucia,27-10-2003,40
St Vincent and the Grenadines,27-10-2003,40
Swaziland,27-10-2003,37.92
Sweden,27-10-2003,47.17
Switzerland,27-10-2003,50.41
Tahiti,27-10-2003,37.62
Thailand,27-10-2003,44.98
Tonga,27-10-2003,66.6
Trinidad & Tobago,27-10-2003,46.36
Tunisia,27-10-2003,54.09
Uganda,27-10-2003,41.11
Ukraine,27-10-2003,58.32
Uruguay,27-10-2003,62.65
USA,27-10-2003,66.39
Vanuatu,27-10-2003,35.67
Venezuela,27-10-2003,46.98
Wales,27-10-2003,76.92
Zambia,27-10-2003,43.82
Zimbabwe,27-10-2003,47.22
Andorra,27-11-2006,42.63
Arabian Gulf,27-11-2006,48.76
Argentina,27-11-2006,79.07
Australia,27-11-2006,85.5
Austria,27-11-2006,39.97
Bahamas,27-11-2006,35.61
Barbados,27-11-2006,43.13
Belgium,27-11-2006,52.56
Bermuda,27-11-2006,41.69
Bosnia & Herzegovina,27-11-2006,30.25
Botswana,27-11-2006,38.64
Brazil,27-11-2006,52.31
Bulgaria,27-11-2006,34.1
Cameroon,27-11-2006,38.52
Canada,27-11-2006,69.32
Cayman Islands,27-11-2006,43.87
Chile,27-11-2006,59.22
China,27-11-2006,46.36
Chinese Taipei,27-11-2006,48.41
Colombia,27-11-2006,41.69
Cook Islands,27-11-2006,45.87
Cote D'Ivoire,27-11-2006,48.22
Croatia,27-11-2006,49.39
Czech Republic,27-11-2006,53.87
Denmark,27-11-2006,42.92
England,27-11-2006,78.61
Fiji,27-11-2006,73.11
Finland,27-11-2006,30.87
France,27-11-2006,85.87
Georgia,27-11-2006,64.97
Germany,27-11-2006,55.62
Guam,27-11-2006,38.14
Guyana,27-11-2006,40.35
Hong Kong,27-11-2006,53.29
Hungary,27-11-2006,41.36
India,27-11-2006,36.21
Ireland,27-11-2006,84.67
Israel,27-11-2006,33.56
Italy,27-11-2006,72.79
Jamaica,27-11-2006,38.97
Japan,27-11-2006,64.86
Kazakhstan,27-11-2006,47.95
Kenya,27-11-2006,48.86
Korea,27-11-2006,60.05
Latvia,27-11-2006,49.54
Lithuania,27-11-2006,42.65
Luxembourg,27-11-2006,37.93
Madagascar,27-11-2006,47.95
Malaysia,27-11-2006,41.7
Malta,27-11-2006,44.23
Moldova,27-11-2006,52.39
Monaco,27-11-2006,38.81
Morocco,27-11-2006,56.49
Namibia,27-11-2006,59.29
Netherlands,27-11-2006,49.52
New Zealand,27-11-2006,94.59
Nigeria,27-11-2006,35.99
Niue Island,27-11-2006,40.96
Norway,27-11-2006,37.03
Papua New Guinea,27-11-2006,45.09
Paraguay,27-11-2006,53.82
Peru,27-11-2006,41.75
Poland,27-11-2006,50.92
Portugal,27-11-2006,61.54
Romania,27-11-2006,68.26
Russia,27-11-2006,62.7
Samoa,27-11-2006,73.72
Scotland,27-11-2006,76.73
Senegal,27-11-2006,42.13
Serbia,27-11-2006,41.14
Singapore,27-11-2006,46
Slovenia,27-11-2006,41.9
Solomon Islands,27-11-2006,39.06
South Africa,27-11-2006,84.69
Spain,27-11-2006,57.78
Sri Lanka,27-11-2006,48.12
St Lucia,27-11-2006,37.57
St Vincent and the Grenadines,27-11-2006,39.3
Swaziland,27-11-2006,37.57
Sweden,27-11-2006,48.75
Switzerland,27-11-2006,47.13
Tahiti,27-11-2006,36.25
Thailand,27-11-2006,40.8
Tonga,27-11-2006,66.01
Trinidad & Tobago,27-11-2006,43.97
Tunisia,27-11-2006,52.65
Uganda,27-11-2006,46.34
Ukraine,27-11-2006,52.95
Uruguay,27-11-2006,64.4
USA,27-11-2006,69.24
Vanuatu,27-11-2006,34.77
Venezuela,27-11-2006,43.4
Wales,27-11-2006,76.87
Zambia,27-11-2006,41.35
Zimbabwe,27-11-2006,45.51
American Samoa,27-05-2013,30
Andorra,27-05-2013,40.64
Argentina,27-05-2013,78.71
Australia,27-05-2013,86.87
Austria,27-05-2013,34.55
Bahamas,27-05-2013,35.68
Barbados,27-05-2013,39.68
Belgium,27-05-2013,57.52
Bermuda,27-05-2013,46.78
Bosnia & Herzegovina,27-05-2013,35.89
Botswana,27-05-2013,38.65
Brazil,27-05-2013,51.86
Bulgaria,27-05-2013,38.85
Cameroon,27-05-2013,38.33
Canada,27-05-2013,71.8
Cayman Islands,27-05-2013,41.27
Chile,27-05-2013,56.85
China,27-05-2013,40.73
Chinese Taipei,27-05-2013,44.15
Colombia,27-05-2013,43.65
Cook Islands,27-05-2013,44.61
Cote D'Ivoire,27-05-2013,47.67
Croatia,27-05-2013,46.04
Czech Republic,27-05-2013,46.11
Denmark,27-05-2013,41.56
England,27-05-2013,83.72
Fiji,27-05-2013,71.52
Finland,27-05-2013,27.96
France,27-05-2013,81.59
Georgia,27-05-2013,67.66
Germany,27-05-2013,55.96
Greece,27-05-2013,29.33
Guam,27-05-2013,35.7
Guyana,27-05-2013,44.01
Hong Kong,27-05-2013,54.56
Hungary,27-05-2013,38.19
India,27-05-2013,40.81
Ireland,27-05-2013,78.05
Israel,27-05-2013,46.7
Italy,27-05-2013,76.06
Jamaica,27-05-2013,37.08
Japan,27-05-2013,69.39
Kazakhstan,27-05-2013,48.11
Kenya,27-05-2013,50.28
Korea,27-05-2013,58.1
Latvia,27-05-2013,41.31
Lithuania,27-05-2013,47.47
Luxembourg,27-05-2013,35.07
Madagascar,27-05-2013,48.19
Malaysia,27-05-2013,41.37
Malta,27-05-2013,46.63
Mauritius,27-05-2013,30
Mexico,27-05-2013,39.38
Moldova,27-05-2013,53.77
Monaco,27-05-2013,35.17
Morocco,27-05-2013,52.35
Namibia,27-05-2013,58.45
Netherlands,27-05-2013,51.53
New Zealand,27-05-2013,90.08
Nigeria,27-05-2013,35.28
Niue Island,27-05-2013,40.45
Norway,27-05-2013,33.03
Pakistan,27-05-2013,38.38
Papua New Guinea,27-05-2013,46.55
Paraguay,27-05-2013,50.06
Peru,27-05-2013,39.67
Philippines,27-05-2013,44.09
Poland,27-05-2013,56.13
Portugal,27-05-2013,58.82
Romania,27-05-2013,65.82
Russia,27-05-2013,62.34
Samoa,27-05-2013,78.71
Scotland,27-05-2013,76.86
Senegal,27-05-2013,47.14
Serbia,27-05-2013,38.69
Singapore,27-05-2013,41.19
Slovenia,27-05-2013,37.03
Solomon Islands,27-05-2013,40.7
South Africa,27-05-2013,86.94
Spain,27-05-2013,60.44
Sri Lanka,27-05-2013,49.88
St Vincent and the Grenadines,27-05-2013,36.84
Swaziland,27-05-2013,35.63
Sweden,27-05-2013,51.39
Switzerland,27-05-2013,48.8
Tahiti,27-05-2013,36.25
Thailand,27-05-2013,43.37
Tonga,27-05-2013,76.8
Trinidad & Tobago,27-05-2013,45.56
Tunisia,27-05-2013,48.18
Uganda,27-05-2013,48.76
Ukraine,27-05-2013,50.97
United Arab Emirates,27-05-2013,30
Uruguay,27-05-2013,59.87
USA,27-05-2013,67.93
Vanuatu,27-05-2013,33.45
Venezuela,27-05-2013,41.83
Wales,27-05-2013,83.36
Zambia,27-05-2013,38.87
Zimbabwe,27-05-2013,52.57
American Samoa,27-06-2016,25.53
Andorra,27-06-2016,42.32
Argentina,27-06-2016,80.2
Australia,27-06-2016,84.43
Austria,27-06-2016,33.7
Bahamas,27-06-2016,33.76
Barbados,27-06-2016,36.94
Belgium,27-06-2016,57.94
Bermuda,27-06-2016,39.22
Bosnia & Herzegovina,27-06-2016,38.48
Botswana,27-06-2016,40.99
Brazil,27-06-2016,50.75
Bulgaria,27-06-2016,29.94
Cameroon,27-06-2016,32.33
Canada,27-06-2016,64.53
Cayman Islands,27-06-2016,43.46
Chile,27-06-2016,55.73
China,27-06-2016,39.58
Chinese Taipei,27-06-2016,40.27
Colombia,27-06-2016,46.51
Cook Islands,27-06-2016,47.11
Cote D'Ivoire,27-06-2016,45.76
Croatia,27-06-2016,45.35
Czech Republic,27-06-2016,51.84
Denmark,27-06-2016,33.27
England,27-06-2016,89.49
Fiji,27-06-2016,75.49
Finland,27-06-2016,29.3
France,27-06-2016,80.75
Georgia,27-06-2016,75.23
Germany,27-06-2016,57.71
Greece,27-06-2016,28.55
Guam,27-06-2016,37.85
Guyana,27-06-2016,46.61
Hong Kong,27-06-2016,59.03
